AGE,YEARS_OF_EXPERIENCE,CURRENT_SALARY
37,15,98061
48,21,134605
25,0,137483
49,6,58128
37,6,160153
44,13,69423
31,9,186535
39,5,165514
56,10,101968
25,2,42147
42,18,102927
47,23,50333
37,9,32159
57,28,188360
40,4,171011
42,17,194426
56,24,71301
60,23,106717
58,0,183180
42,3,123827
42,20,162776
34,8,181162
22,0,157617
56,2,89301
54,23,96682
59,15,188270
30,5,143205
52,8,186206
43,11,154017
27,1,199111
48,11,170286
44,11,162411
51,6,115913
24,1,146928
41,5,193825
43,5,105441
42,17,51303
36,0,140153
63,37,65096
36,3,170143
36,7,168058
26,2,106231
62,5,95817
41,8,88958
43,3,120006
49,27,54514
48,0,114000
34,5,33966
35,11,36560
31,8,77878
31,7,173778
40,5,116875
48,11,136383
45,8,118519
62,11,184504
64,37,76977
22,0,65327
48,24,91446
29,7,170076
38,8,134448
62,15,131319
49,7,103746
64,33,88493
48,23,73624
54,8,133786
45,12,175224
22,0,118140
29,6,98798
23,0,148615
39,6,158668
36,1,78816
63,37,152201
61,12,195886
25,1,70269
60,0,83559
36,1,164064
47,10,187844
34,11,55029
31,0,143329
58,16,161991
55,5,109411
48,4,43099
48,22,125292
45,2,139026
52,10,159989
31,0,134301
34,6,40371
40,17,61755
58,18,176836
24,2,53130
36,9,57679
30,8,149379
24,0,55572
25,0,90784
50,9,94173
50,18,190493
52,23,156964
43,11,170790
61,7,136446
39,5,67671
23,1,64701
56,11,132894
33,2,61458
43,13,115075
62,26,157001
47,24,178847
46,18,75416
53,7,89138
30,8,186560
59,25,168001
31,2,132266
56,26,182886
53,16,182882
62,0,158988
62,21,94089
24,2,163884
51,21,181889
62,38,48527
56,8,71384
26,4,65415
51,5,197396
22,0,176282
30,5,95837
25,2,76332
41,1,51895
45,21,185864
58,36,125863
34,3,167080
34,12,113261
40,8,90204
38,16,68235
41,16,62935
60,9,88076
36,7,74200
54,7,68686
50,16,60673
29,4,142157
42,12,128398
61,31,104848
31,0,186633
22,0,38379
53,9,136230
45,14,40070
35,2,33548
49,26,154361
61,38,198967
48,24,175670
36,11,192778
46,15,63006
22,0,190609
63,41,132347
25,2,140313
60,3,172007
48,2,98542
52,5,176829
64,42,186022
41,2,156950
63,27,114094
45,2,58945
38,0,195900
51,27,42420
60,25,131229
28,0,130275
54,27,57331
63,21,129744
25,2,187347
29,4,162263
23,0,84621
63,24,163582
50,18,174266
55,17,63506
38,4,172630
61,10,90587
41,2,53085
59,34,180584
50,28,102281
27,0,190684
41,7,73876
48,8,102910
27,0,102377
27,0,59827
28,2,59225
59,31,180467
57,1,170172
27,4,59980
55,33,103386
22,0,185235
51,5,127212
43,6,48641
38,13,185691
63,11,199335
41,9,151184
53,23,68163
53,8,185121
27,3,179329
27,5,51918
29,6,82302
32,1,81594
50,0,113487
54,25,55973
22,0,147778
48,0,46628
29,7,63904
34,2,183397
58,33,176071
58,3,103999
63,0,167451
63,35,188857
50,16,71039
47,22,133307
62,13,93414
47,18,181217
61,39,128784
53,12,79468
63,18,82167
45,22,42898
24,2,93868
34,4,108946
32,7,86648
26,1,125864
22,0,150384
55,12,174877
53,12,39500
34,12,82390
38,10,92663
23,0,41291
42,12,113218
42,8,120713
27,1,159447
51,16,168396
36,13,127458
36,6,158805
30,1,87658
33,0,177107
28,5,68754
45,7,167205
42,5,117898
30,2,77939
53,20,101174
23,1,46646
28,6,96041
23,1,196744
33,8,89952
36,14,114707
56,13,130223
27,3,144288
28,4,64351
32,4,143414
24,0,148857
55,30,193982
52,29,196842
42,2,120976
50,22,189691
40,13,84714
28,2,43333
64,2,77545
32,6,169247
24,2,149719
60,4,192980
64,8,61049
54,16,196062
49,24,169817
60,22,80889
53,7,66933
25,0,100264
56,22,73477
38,10,117708
56,6,163191
63,29,143081
58,30,56835
47,25,148252
38,10,188608
55,31,56542
29,5,51123
30,2,116707
28,6,174875
22,0,41496
61,7,168971
62,21,118266
37,13,38692
23,1,100319
29,6,45027
43,2,197457
48,16,158658
39,4,157073
37,4,178150
47,5,111304
43,21,37128
22,0,133244
53,0,196277
43,15,171881
48,7,178098
59,12,119423
54,27,70611
51,15,91207
40,6,80789
54,14,82241
46,6,189462
27,4,162591
50,2,103538
36,2,154639
33,2,177507
59,11,107361
36,4,55219
52,12,143545
22,0,76418
41,15,154796
50,3,134430
32,8,154510
30,1,45037
37,3,163686
37,0,84569
54,3,74598
40,15,147295
46,3,131245
55,31,158727
60,37,60268
45,2,136996
53,29,195045
60,1,110665
24,1,86271
34,9,47317
51,11,136684
44,20,99025
51,23,45868
33,11,147901
59,14,84940
45,22,61411
45,13,90433
51,17,198713
38,14,121141
36,12,113975
57,1,90135
45,4,91979
53,31,36518
45,14,161183
24,1,49684
22,0,43773
41,12,76965
42,15,73759
33,5,180453
57,3,157471
42,10,166814
40,13,127280
40,15,169819
58,20,110330
23,0,195843
54,23,94815
58,8,189732
31,7,86860
53,18,98430
51,10,130191
38,0,176379
51,6,57462
35,6,75315
26,1,125281
57,21,188302
34,3,64685
37,5,90450
34,4,51018
50,6,46404
45,17,169990
39,8,148351
60,20,78474
29,7,119818
26,0,61603
35,1,148227
24,1,45513
27,1,166333
38,15,179554
64,41,75324
63,3,74815
50,28,198129
43,20,102237
62,15,147662
64,36,67678
55,22,61771
27,2,167885
64,32,112993
62,12,155851
48,5,179573
35,10,125121
41,9,105751
48,18,53080
24,0,194609
38,6,152293
25,3,84905
63,28,130148
34,9,90795
22,0,158256
62,34,160003
42,5,120361
24,0,173604
46,2,34790
63,11,105878
22,0,192216
35,2,66061
55,13,170520
61,36,93378
24,1,52807
63,7,147677
30,4,56458
26,3,76933
46,24,34020
54,9,147869
26,3,125448
33,6,110430
60,2,106762
32,2,74625
54,0,192038
37,9,166944
24,0,64223
26,0,121833
61,25,137236
40,12,142822
32,3,106725
42,16,98752
30,1,178943
64,31,129826
39,14,183272
33,8,122689
64,4,76545
60,30,161027
44,0,35360
59,13,153327
61,5,30162
34,4,175047
56,23,163304
49,24,197869
56,4,195017
44,16,112411
36,10,127588
29,1,132848
36,6,90744
22,0,140454
56,30,110261
33,10,99596
30,6,116303
60,31,163291
54,5,111175
42,7,106339
52,4,119137
51,27,100771
64,22,194701
63,25,146694
40,5,196157
55,9,41829
38,16,180296
55,8,161770
22,0,50275
46,21,146129
56,31,147248
31,1,171790
54,2,90499
35,6,31725
27,0,52700
41,7,34332
33,9,121458
48,20,94544
32,4,132582
36,9,179239
49,5,97753
59,20,184991
23,0,46105
35,12,41120
26,4,149819
58,7,81816
31,8,186171
35,0,142095
39,15,57424
55,14,36236
38,4,189357
49,1,55116
59,35,167796
52,28,117619
54,1,141301
57,29,124382
25,0,181197
58,16,188374
44,16,48678
42,17,165102
46,21,33836
36,4,125013
35,11,188305
34,10,129130
54,26,186784
42,13,31468
64,1,121868
45,13,86918
46,2,179471
56,10,125295
44,8,98641
25,0,63292
42,10,93912
59,25,124779
45,16,76269
47,14,89867
46,12,162702
29,0,69026
27,4,33750
57,16,178630
55,30,130365
61,19,90963
24,0,35760
37,6,97470
27,5,81225
42,0,154835
24,1,150291
22,0,65991
28,2,64925
45,21,137156
63,26,160282
41,7,71577
55,24,62022
29,0,80065
46,21,173287
59,30,139701
49,18,50162
58,21,193825
46,4,141124
33,10,106425
64,23,105927
41,11,70042
39,5,46713
54,4,143999
54,19,194402
58,10,184776
60,29,39829
33,8,123477
58,23,105783
35,1,189796
41,4,30095
62,20,56986
39,0,169360
31,0,73167
38,15,89277
26,0,171686
49,1,197486
58,31,94152
54,10,79776
59,32,112118
42,8,70715
60,5,146936
64,31,120111
49,7,160178
22,0,73683
24,0,172840
34,8,175009
47,1,99787
62,21,153257
27,1,50641
46,21,71592
56,9,185335
40,9,111732
58,12,108551
56,32,30634
43,1,98014
58,3,113732
32,4,125053
46,12,109947
47,20,147493
31,0,79784
49,15,45056
40,11,112614
40,15,61203
57,6,124830
63,37,50958
39,12,110364
47,22,169157
29,6,199443
26,0,170408
29,7,143716
51,28,117970
29,6,62651
57,28,94202
31,0,47642
48,8,97304
62,14,191413
36,9,151279
41,3,54961
59,13,156735
39,4,147730
60,18,102626
33,11,107964
64,27,139688
39,15,129946
56,25,90134
59,20,199123
48,16,155245
29,1,192443
56,29,185624
53,18,66259
30,8,115011
29,5,114753
29,4,135712
22,0,97251
46,20,51159
28,2,117631
53,29,90945
31,9,179792
57,9,128252
43,10,135302
38,7,145063
32,1,40731
62,19,165350
37,2,38169
46,21,44152
51,26,189893
33,1,70672
62,8,153300
47,25,84492
47,8,97926
33,7,104633
63,35,184604
52,17,56255
47,14,193802
59,17,37621
49,18,197627
27,2,65903
22,0,99316
23,1,106781
48,4,165864
63,40,44652
29,3,165068
31,7,100591
30,8,30943
32,1,108699
25,0,97744
51,9,157311
58,4,194764
60,6,64478
48,2,166227
38,11,99107
30,1,88028
27,4,165410
50,27,167960
26,2,92429
22,0,106452
39,12,43414
35,3,114086
33,5,48202
25,0,133887
29,7,60260
27,4,86785
41,13,154459
44,17,132713
38,14,173644
22,0,194474
60,32,124688
59,22,128401
35,3,110359
23,1,104692
37,10,100757
47,10,77387
32,7,175166
54,1,58742
34,10,65079
48,10,48657
33,9,178266
58,14,39625
24,0,72548
25,1,132784
36,0,160999
49,18,188915
35,3,115519
45,13,56646
62,29,156178
27,3,92001
32,0,58263
50,14,59000
37,7,57389
34,6,101541
32,8,30001
55,11,53955
39,9,44293
62,1,101628
31,3,99742
60,25,93066
57,35,64523
51,20,152493
36,10,197167
39,6,51792
50,9,168133
50,12,126572
43,21,167673
44,19,196596
50,3,103677
27,3,81720
59,8,65000
45,14,138119
26,1,164138
62,2,33632
44,17,127193
55,12,105015
33,10,50938
32,1,153139
24,0,177194
45,20,177562
50,0,132755
62,39,130823
52,12,162831
29,7,75691
23,0,171191
50,8,85786
58,22,102537
37,4,116616
62,28,161053
29,3,160110
57,8,128481
35,10,166883
33,6,76972
48,25,91424
40,3,178889
34,9,173060
50,28,87392
24,1,181258
29,1,88575
35,1,66257
28,5,89137
25,1,125265
42,7,120265
33,6,75559
52,6,137874
30,4,189805
28,4,135152
56,13,79189
61,18,184898
32,5,106156
58,9,141584
63,30,119670
23,0,189072
55,26,98290
56,9,60786
59,16,190077
37,7,113291
53,15,51444
36,6,177812
31,5,170490
33,3,103732
34,3,58962
51,7,134706
43,19,135099
28,0,36680
37,5,71161
54,25,168464
44,11,70299
62,5,81329
54,19,33938
27,3,113850
53,11,64990
40,3,125767
57,14,151745
51,19,147956
24,0,40999
58,24,56446
39,5,186113
55,7,46723
37,13,103610
25,2,121905
25,2,137304
64,20,162157
28,5,130667
39,12,141457
64,14,59994
58,36,72811
56,0,188235
23,0,96492
26,1,175467
24,2,77255
56,18,112044
36,8,57120
37,4,156248
48,13,186538
33,4,193989
26,2,92988
24,0,178239
32,4,157443
60,0,187675
27,0,121684
35,5,127643
44,15,53683
63,13,172991
25,2,127217
37,15,79491
28,1,71994
48,23,139786
24,2,88908
24,1,131716
53,20,34534
25,1,128677
64,29,150392
31,0,181023
22,0,182803
39,10,170459
51,2,30636
49,10,77770
64,10,103856
37,14,71940
43,1,67517
51,21,196424
62,36,67075
60,32,95166
58,10,97701
31,3,169176
46,16,78163
32,0,101035
44,14,176692
43,15,159229
41,6,76403
26,2,107007
43,17,68272
38,8,140753
39,13,33577
36,10,30225
51,15,35924
33,7,40356
23,1,86648
60,29,159127
24,1,162546
35,13,187911
57,2,139486
58,7,121642
35,8,109353
44,17,126798
36,6,82244
28,5,196534
54,31,94836
59,35,140317
33,2,142711
45,21,69402
35,10,136346
63,26,117054
28,2,111020
41,2,37563
50,11,184835
28,0,100466
26,2,169150
57,32,62057
54,15,49743
34,5,95040
53,3,97626
58,14,55497
58,29,149269
48,26,62117
23,0,66494
34,1,35023
59,17,59980
51,14,92311
27,3,75098
24,1,51741
51,20,171677
40,13,94082
37,9,93134
25,2,166000
30,4,56447
29,2,186223
47,15,167299
30,7,168411
33,2,122489
49,22,96134
26,1,42381
37,2,132775
40,8,186047
44,8,39513
29,4,32868
59,13,63142
39,17,47805
47,15,166472
64,19,152449
47,15,42388
62,21,52395
36,10,188980
35,10,194510
28,0,38708
46,12,128533
23,0,83415
27,2,87244
30,4,118460
63,29,140709
42,20,59759
32,1,75970
28,6,186013
53,9,178606
61,37,147341
61,39,62373
48,6,82997
34,2,55753
23,0,137421
34,4,146879
25,2,42352
25,1,128713
47,19,68094
44,4,175597
41,8,166464
51,15,69679
46,3,191925
48,18,184326
41,12,103111
37,0,165993
25,2,91367
30,1,154594
28,3,171115
41,13,127140
62,33,138703
62,18,33277
53,6,53438
22,0,164064
30,1,82954
61,28,94444
40,1,112516
61,1,53345
57,1,144440
55,26,96543
55,24,189231
44,22,161104
22,0,98780
57,27,117748
44,16,165204
50,10,165717
44,11,90469
44,0,183461
63,32,48685
48,24,98870
48,9,89988
60,19,199324
48,2,51554
44,0,53895
44,3,105553
42,13,86228
28,3,128409
42,5,199658
41,5,176822
53,8,97964
60,5,182237
27,3,149158
39,13,62217
27,2,193213
29,4,107403
23,1,106388
61,32,197346
41,12,158511
63,17,163165
34,10,172118
59,25,67784
29,5,120272
47,25,55141
31,8,90574
30,1,159535
49,20,187962
28,6,147060
22,0,112806
54,24,161478
64,25,75059
34,8,68610
55,18,66695
32,9,103213
50,5,141552
48,14,128238
56,1,159998
59,23,52714
46,12,75531
61,10,109438
36,2,52913
23,1,82894
35,4,152917
35,7,58499
62,2,168802
45,14,165622
26,2,35605
55,32,187936
53,14,175703
49,10,82229
34,2,115572
37,10,71715
42,14,35041
43,17,70172
44,18,117504
53,0,175109
33,6,66495
62,26,39042
43,21,68810
44,5,123666
56,21,155796
46,18,166013
64,41,40161
51,10,175354
51,16,36223
24,0,150996
52,26,86831
57,5,153857
57,16,188415
56,13,196755
35,0,128799
43,16,127830
36,11,156445
44,13,86430
29,6,86981
45,18,184090
63,14,118534
61,19,113832
54,5,167380
28,3,54090
59,17,74791
57,9,123899
30,7,140483
55,31,112288
64,37,49501
41,5,129051
40,11,108908
53,6,82621
42,19,185747
47,17,143339
30,6,47730
57,11,78924
55,29,199520
27,4,119296
54,26,97698
36,13,56697
39,5,151956
44,18,193588
28,0,83665
35,13,141744
35,5,175088
41,17,146060
55,4,86581
51,9,93256
50,15,31893
28,2,158155
51,10,196261
64,29,139146
51,7,34432
47,15,147521
26,2,137633
46,9,70493
51,5,43173
55,28,133137
40,11,37522
64,4,169013
51,6,53676
29,1,161848
43,1,56015
51,3,119689
39,0,155317
44,3,72275
45,1,53463
37,0,153433
29,7,190118
34,12,190505
63,7,74724
35,6,197527
41,7,143598
53,5,74764
56,14,167892
29,1,139246
23,0,111023
57,12,67311
44,11,86707
23,1,30939
49,14,134354
26,3,97998
46,15,32682
22,0,49512
43,2,139025
28,5,113373
44,7,58487
45,7,50383
47,21,43549
35,2,161582
52,29,106045
48,1,199293
43,8,38827
57,9,115112
38,14,103451
51,0,175002
42,7,121215
29,6,134083
23,1,72133
27,1,144882
34,3,97091
50,4,42865
56,25,173844
51,13,93238
55,9,197424
41,0,190103
63,23,74685
36,2,186294
31,5,118359
45,12,145206
39,4,181871
24,0,53465
49,23,44149
33,9,157246
54,25,111632
37,10,41890
63,5,184225
24,1,131809
54,15,103266
45,20,54888
22,0,122330
63,9,189939
35,8,189478
30,0,117808
56,26,55956
37,2,123638
30,5,99555
33,9,150905
52,23,188345
27,0,150530
60,24,82220
51,17,75144
64,27,176991
57,26,169414
46,3,38315
50,21,73318
50,27,83898
43,4,58834
25,2,137099
61,23,124557
30,0,180722
42,5,106802
61,36,140404
32,4,190239
34,0,163890
41,13,193500
31,2,193161
44,20,180944
53,8,71134
45,8,49167
32,0,78266
59,17,113516
54,9,119797
48,11,103918
44,22,44736
25,0,154901
36,4,46016
63,38,80572
24,1,68511
24,1,168520
46,13,64463
43,6,75547
32,4,92795
32,9,122196
29,7,126564
58,20,180824
49,7,87295
41,10,37596
43,7,172711
32,7,156194
44,9,88210
55,21,82341
55,8,44474
63,23,129109
45,5,94597
24,2,64244
51,29,159358
44,10,46370
22,0,128050
39,0,84495
58,32,152751
24,2,147132
45,9,148253
46,15,53105
23,0,60979
43,15,111859
30,1,63944
37,3,165859
64,29,90992
62,25,176627
37,6,52332
36,12,195241
28,1,176581
48,13,80602
39,12,115318
28,0,85614
43,17,173745
34,10,67072
40,2,37198
47,11,156699
38,2,193053
38,10,65270
37,9,35085
34,7,141222
26,1,102555
55,16,98948
40,2,57028
50,5,161641
50,18,70744
48,10,80074
33,8,186712
26,2,91123
51,10,108754
50,25,131510
44,21,87489
22,0,91452
64,1,32460
26,0,135344
25,0,195612
32,9,188654
64,35,104044
35,3,55318
53,25,137279
57,12,180217
34,7,51115
53,25,66635
30,0,172186
52,28,68350
62,2,37467
38,10,190972
34,8,98135
51,19,165443
47,9,30010
32,5,119735
24,1,136993
40,2,30164
43,13,87075
43,0,143848
53,4,126076
28,0,41864
45,14,74431
30,4,172072
46,19,45624
43,6,140055
45,16,150447
28,1,71538
44,6,92107
22,0,166180
58,35,31910
57,28,107811
26,0,47454
44,11,99305
63,38,167899
42,11,30293
36,5,184092
23,1,50815
42,15,156250
39,3,180009
61,31,97082
39,10,139273
39,17,124084
36,4,158724
32,10,143114
33,7,69535
22,0,54617
56,4,117525
63,37,147429
53,31,108219
31,8,195063
33,8,149503
44,3,172418
48,2,177226
22,0,133847
54,1,165287
60,38,129652
40,0,94015
44,21,70512
32,4,45684
25,1,147014
24,0,170164
32,7,183669
30,0,105761
45,12,83575
60,4,150924
30,7,195658
36,8,64351
62,28,143420
22,0,140236
32,8,177136
60,11,151537
44,20,191987
30,1,184533
27,3,191247
33,4,188093
36,7,162596
24,1,97019
22,0,104629
34,11,88877
54,14,57896
32,6,63109
37,14,122597
24,1,123008
37,2,125489
53,7,52138
47,21,165781
49,15,79758
48,18,94288
62,26,178897
38,3,115888
48,13,103626
33,11,130243
56,28,145642
40,13,103894
54,24,157631
38,15,111967
30,1,160884
33,5,101721
54,30,93411
36,1,128950
50,25,55816
34,8,52526
24,1,168246
56,7,95412
42,17,130577
60,9,134143
56,2,182480
56,7,171958
57,28,192281
52,17,50028
34,12,53303
53,14,120565
39,15,180967
39,10,179138
31,8,175426
37,15,184101
44,10,31635
52,9,77126
55,20,167138
50,18,158647
37,12,125640
51,2,90330
46,21,75994
58,36,180860
58,3,89981
40,5,168866
53,10,57550
58,31,144066
60,38,177585
33,3,30097
36,4,105174
36,11,112131
41,13,181251
27,3,146216
40,9,125269
50,16,197293
48,22,183948
56,33,64229
54,20,92922
40,3,79528
61,34,43765
57,32,198200
26,2,118349
41,2,125564
55,12,87896
28,3,62219
55,14,40926
49,13,38096
60,10,52185
43,2,126031
62,13,104858
61,31,63795
59,25,129765
62,39,102010
51,6,88031
42,3,45209
61,6,39063
30,7,165311
57,30,173148
34,12,39758
54,12,70857
47,10,58903
22,0,183894
23,1,125867
57,26,96599
51,7,44529
37,12,190596
30,3,122613
36,4,118531
60,30,95803
43,18,61324
36,10,193812
25,2,78193
37,8,141588
62,3,145906
32,3,118670
53,13,160053
43,7,165043
22,0,186938
47,14,81549
24,0,146632
53,10,175262
54,24,135868
54,6,102260
23,0,100128
43,15,199920
33,6,65887
23,0,132006
58,3,75036
29,3,119370
38,10,137059
25,1,119315
22,0,199365
27,5,113991
61,13,145478
43,2,184592
56,0,165345
61,31,156360
32,2,30845
23,1,142919
39,0,163128
30,1,142147
27,0,143484
55,15,32850
33,10,132188
42,7,131783
47,16,189612
31,9,194415
37,9,98541
36,8,59231
44,0,188538
63,15,166001
42,15,94025
64,12,170951
37,12,55885
32,1,59964
41,0,96305
42,2,103475
37,1,180627
32,1,48162
54,27,132785
43,4,194078
46,4,147416
54,26,175097
58,0,127517
55,5,128726
36,11,62974
22,0,137121
25,2,191676
38,3,33312
49,16,36141
53,27,182684
29,7,162634
57,24,170876
57,25,187940
40,15,112363
45,9,154267
24,2,164325
35,10,176731
53,21,124521
33,1,71515
52,6,103533
55,17,54506
52,23,147014
57,35,101959
53,21,128656
56,34,164065
53,8,55510
37,14,125650
22,0,174154
61,8,161934
34,3,74472
32,7,175971
32,7,114959
46,13,126479
26,4,142753
42,7,119136
56,10,134007
33,11,197814
34,6,94943
24,2,163965
33,8,117048
55,25,160020
41,5,97240
60,7,65100
25,2,95491
62,24,92859
64,7,79915
28,5,51698
24,0,64458
62,1,71925
34,6,88698
50,23,85027
62,21,95224
42,0,58417
46,20,104540
24,2,154503
51,17,69484
60,11,61264
43,11,195671
23,1,195358
30,2,45393
25,3,31409
29,6,43122
40,14,186001
42,15,97339
35,4,134074
22,0,117284
62,26,47100
41,10,69813
40,16,161421
63,37,197752
37,13,37962
31,0,72778
23,0,93611
22,0,110211
29,5,134964
30,6,137747
60,12,134506
63,16,136108
39,17,81002
36,3,192363
63,28,151296
37,11,150277
42,5,161653
46,7,186324
45,6,197578
37,13,135687
30,7,33347
59,5,71412
36,7,197042
34,4,197475
45,11,121446
54,0,105766
33,3,137328
31,3,187087
52,27,119364
25,2,105578
59,31,162864
57,5,161025
31,7,137895
24,1,179011
43,4,32677
42,13,116445
59,24,59263
59,6,142871
24,1,166438
50,27,88869
58,18,97925
26,3,98636
24,0,56361
51,5,94035
61,3,97089
29,5,61616
34,10,57301
41,13,105538
34,12,100906
27,0,52424
31,5,154783
47,19,182209
27,4,137939
47,16,96444
49,21,89189
33,0,33162
61,14,56297
25,3,150328
45,11,78959
36,12,113995
45,4,161626
34,3,139516
24,2,172809
48,26,173615
60,3,189878
36,11,36246
47,7,148820
44,20,60796
60,13,125414
54,4,181298
42,3,166589
35,0,49745
34,2,86734
53,24,175633
63,16,186988
33,3,84522
31,1,109077
43,15,97520
46,19,68453
50,21,114218
28,2,151104
56,34,72571
50,25,99959
37,4,56540
29,5,141436
30,2,111550
41,5,102437
40,5,89261
37,2,52265
50,23,193905
55,7,180914
49,27,117678
55,17,30107
38,1,136522
25,0,192858
55,8,70818
51,26,179245
59,23,163049
51,4,75530
52,1,83052
64,31,66305
53,17,110653
55,12,110347
39,9,105710
27,3,72077
24,1,76682
61,34,190239
35,10,38020
59,7,65034
38,16,121886
48,12,134803
58,33,71605
47,8,43298
35,2,34928
57,22,108769
45,12,136131
42,6,151323
22,0,78791
63,37,62780
53,29,118639
32,3,151057
38,0,189958
24,1,167080
58,10,137040
50,17,167426
40,10,109794
64,0,63480
54,26,109031
60,22,151476
26,3,191566
23,1,118122
30,5,192344
62,7,147555
46,17,133492
41,19,126649
32,0,99916
33,2,145597
22,0,94617
45,14,146717
38,5,39539
37,7,162266
59,10,46414
64,14,90997
29,7,39092
45,14,196961
27,3,176591
30,3,44365
24,2,81656
57,33,49908
44,1,86155
52,12,81678
55,33,84444
59,8,47703
61,4,161828
56,13,105608
38,4,112493
42,11,121329
24,1,148310
59,4,181349
56,29,192991
55,0,89202
35,9,83877
37,3,120476
25,2,163694
30,3,183070
59,4,150540
36,6,60937
22,0,83767
31,9,148302
32,10,65088
52,6,168522
57,29,170190
55,3,69489
59,33,50715
38,11,161717
25,0,149610
64,30,84096
58,3,51944
39,0,145957
60,33,174367
57,16,197097
61,4,112650
28,2,67468
33,7,173856
40,5,148509
58,9,134342
29,1,113302
31,9,169642
57,26,124312
28,4,190701
49,6,55897
62,35,75779
64,6,106378
39,0,158431
58,10,59838
22,0,114997
50,0,197199
43,5,87843
43,11,153068
45,2,111100
46,16,154449
41,10,178037
51,16,110789
28,1,172194
24,2,196501
27,1,83026
37,15,129448
34,9,111296
28,0,149918
50,17,115113
32,5,112992
23,1,134006
45,13,171199
47,14,141158
59,33,125948
30,4,108560
59,11,153126
57,30,94204
62,10,173841
27,0,109319
51,20,74821
35,7,40506
35,10,64497
35,9,114604
45,16,105433
39,4,84119
23,1,123283
53,2,124166
47,14,115735
52,10,58313
42,7,169430
50,5,95007
35,0,146661
62,34,117045
22,0,76041
55,20,197609
53,14,190477
60,30,177083
33,3,137651
24,1,157593
35,0,105727
43,3,33155
47,21,178284
56,12,162448
44,7,71339
60,22,117245
25,3,154833
47,9,128246
58,26,111138
64,21,101961
47,6,55678
47,25,107620
51,29,149346
50,13,174700
53,23,55207
35,2,90907
50,22,187129
26,0,80615
51,22,187100
43,10,97706
53,15,73275
38,1,38866
51,11,199064
27,0,193904
26,2,56393
62,21,147309
57,32,133987
43,0,174167
44,9,130562
34,7,165541
59,1,181284
61,36,101738
37,5,133230
35,13,136712
43,17,66340
25,1,32800
38,1,66901
24,1,180434
24,2,140011
30,7,69792
59,23,180185
28,2,176361
34,9,143618
53,22,167844
23,0,100208
58,8,180984
34,1,162853
50,24,46942
34,2,36732
41,16,148353
32,6,78335
61,37,170781
62,34,65994
30,2,142649
25,0,68634
64,10,109720
36,5,153679
57,18,95223
52,5,179362
23,0,42777
33,0,151360
42,7,183278
51,2,123969
44,10,196076
32,0,148166
57,31,103945
46,16,116156
28,0,139627
29,1,122087
43,10,44234
57,25,79253
59,5,97981
24,1,82314
35,11,178938
48,24,105013
57,16,138982
47,21,167931
28,5,75355
58,7,46100
29,3,122493
61,5,141375
25,2,95969
64,32,145209
23,0,33229
38,6,133542
42,4,159413
57,32,110410
41,4,167500
51,3,143971
64,18,183475
23,0,150800
36,7,125116
61,31,144722
23,0,54351
48,1,69425
42,16,87644
46,9,43487
50,13,114530
26,4,94711
22,0,38707
46,21,53159
63,9,51758
46,10,173163
32,1,63717
54,24,54352
40,17,55645
62,13,36877
39,3,112339
28,0,42343
44,17,57672
25,2,157255
42,12,183521
62,22,137664
34,6,106443
48,21,192304
27,2,140641
34,10,184160
39,5,125604
48,6,47543
44,5,93154
52,9,138808
42,11,145695
46,8,153509
64,20,92106
37,8,153090
37,2,119932
60,38,59018
42,2,58667
54,13,156499
49,25,126741
51,10,38433
22,0,92907
26,2,75903
54,19,158994
32,2,162848
29,2,57763
52,14,172770
42,4,130446
46,12,121891
39,3,92841
33,8,61371
33,3,72714
56,9,194152
50,16,84986
35,4,73827
34,11,58865
40,17,185058
41,18,189834
23,0,53858
33,5,72885
31,9,109960
57,32,105564
38,11,101153
28,0,147203
58,3,52439
57,5,34539
39,14,118869
34,7,155771
34,1,190971
61,7,182737
33,4,179158
36,6,182179
58,28,82589
24,0,126631
31,6,67272
44,10,33583
25,3,152022
46,19,173499
22,0,147667
26,3,153888
26,1,30862
48,22,138116
28,5,44844
45,3,130542
44,17,181870
29,7,112552
51,27,103550
52,23,117525
37,15,168187
49,20,107084
22,0,49572
32,5,119593
59,23,166359
44,21,168387
53,0,71457
53,17,108153
50,22,170960
52,28,92923
40,7,118153
30,6,141625
53,18,84694
52,13,83592
26,3,39360
44,19,117672
42,12,93617
41,1,87336
34,1,39339
41,15,193946
34,4,106905
28,0,168164
55,24,131480
38,12,77746
51,13,170407
25,1,56017
25,1,42814
58,15,158150
60,17,149012
57,26,194321
36,2,147963
43,18,179969
32,10,167527
57,28,51571
53,7,165193
40,10,146707
37,3,121410
31,4,63309
64,12,75436
38,0,192751
64,38,187309
64,4,120000
27,3,91885
54,28,119341
41,17,89925
35,8,142916
64,26,78510
49,22,114666
61,0,52354
27,0,109887
40,6,117079
64,38,194386
27,0,74658
64,40,175862
26,3,147781
23,0,43520
27,3,91714
35,8,93491
35,12,137031
51,28,183111
61,27,167580
45,3,156964
51,1,108910
32,6,170599
35,11,119314
43,8,74898
24,2,45112
50,11,54917
29,4,162443
28,2,121157
45,2,39201
26,3,80295
41,18,185745
26,1,161075
27,1,66312
49,21,177757
36,8,127774
47,2,36017
42,4,107857
42,19,38202
30,0,157269
62,16,138825
31,2,62120
46,23,70100
42,3,75760
55,18,122438
52,22,133671
23,0,58407
63,33,55635
61,1,31970
37,3,45248
56,29,85793
